Vardas                   Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6       ND7      Egz.
Vardas1079           Pavarde1079                      6         9         6         3         6         1         8         4
Vardas1080           Pavarde1080                      9         8         8         6         4         7         4         8
Vardas1081           Pavarde1081                      7         8         7         7         5         8         8         1
Vardas1082           Pavarde1082                      4        10         4         2         2         2         3         3
Vardas1083           Pavarde1083                     10         5         1         9         6         7         5         6
Vardas1084           Pavarde1084                      4         1         1         4         1         4         7         1
Vardas1085           Pavarde1085                      2        10         5         2         9         7         4         1
Vardas1086           Pavarde1086                      1         2         6         1         4         9         1         9
Vardas1087           Pavarde1087                      1         7         2         7         2         1         6         1
Vardas1088           Pavarde1088                      4        10         1         7         7         9         3         4
Vardas1089           Pavarde1089                     10         8         5         9         2         3         4        10
Vardas1090           Pavarde1090                      2         5         4         2         4         3         8         9
Vardas1091           Pavarde1091                      3         1         5         9         9         2        10         8
Vardas1092           Pavarde1092                      1         4         4         3        10         4         5        10
Vardas1093           Pavarde1093                      6         6         7         5         7         5         5         2
Vardas1094           Pavarde1094                      1         5         8         1         8         3         6         6
Vardas1095           Pavarde1095                      5         7         3         4        10         1         1         1
Vardas1096           Pavarde1096                      6         5         8         8         3        10         6         5
Vardas1097           Pavarde1097                      2         5         9         9         2         5         8         9
Vardas1098           Pavarde1098                      8         8         3         9         4         6         2         4
Vardas1099           Pavarde1099                      4         5         5         9         3         9         6         1
Vardas1100           Pavarde1100                      5         2         1         8         6        10         7         9
Vardas1101           Pavarde1101                      8         7         2         2         8         8         1         2
Vardas1102           Pavarde1102                     10        10         1         4         3         2         1         9
Vardas1103           Pavarde1103                      1         4         8         6         4         7         6         9
Vardas1104           Pavarde1104                      3         4         2         2         3         6         9        10
Vardas1105           Pavarde1105                      4         4         1         8         6         7        10         7
Vardas1106           Pavarde1106                      6         8         7         4         9         8         5         6
Vardas1107           Pavarde1107                      2         3         2         5         9         6         8         2
Vardas1108           Pavarde1108                      8         6         2         3        10        10        10         4
Vardas1109           Pavarde1109                      3         5         2         2         5         4        10         9
Vardas1110           Pavarde1110                      7         9         3         9        10         4         3         6
Vardas1111           Pavarde1111                      6         8         7         9         6         9         1        10
Vardas1112           Pavarde1112                      4         3         7         2         5         3         1         8
Vardas1113           Pavarde1113                      7         2         3         5         3         8        10         5
Vardas1114           Pavarde1114                      4         7         9         9         8         5         8         2
Vardas1115           Pavarde1115                      8         2         9         2         3         6         4         8
Vardas1116           Pavarde1116                      5         3         7         5         3         2         9        10
Vardas1117           Pavarde1117                      6         3        10         8         9         1         6         9
Vardas1118           Pavarde1118                      1         7         7         3         7        10         3         1
Vardas1119           Pavarde1119                      9         1         4         6         1         6         3         1
Vardas1120           Pavarde1120                      5         8         1         5         3         6         7         5
Vardas1121           Pavarde1121                      1         2         2        10        10         3         8         9
Vardas1122           Pavarde1122                      6         2         7         5         2         3        10         2
Vardas1123           Pavarde1123                      2         8         1         8         2         1         3         3
Vardas1124           Pavarde1124                     10        10         3         6         5         3         8        10
Vardas1125           Pavarde1125                      4        10        10         2        10         9         9        10
Vardas1126           Pavarde1126                      6         2         4         5         1         8         1         8
Vardas1127           Pavarde1127                      1         5         9         5         8         8         3         6
Vardas1128           Pavarde1128                      5         7         6         3         5        10         4         4
Vardas1129           Pavarde1129                      1         4         3         6         2         1         9         6
Vardas1130           Pavarde1130                      5         2         9         8         7         1         5         7
Vardas1131           Pavarde1131                      8         6         5         6         9         6        10         2
Vardas1132           Pavarde1132                     10         6         1         5         1         6         4        10
Vardas1133           Pavarde1133                      2         2         5         1         3         1         6         4
Vardas1134           Pavarde1134                      6         1         3        10         1         1         4         7
Vardas1135           Pavarde1135                      8         7         7         5         5         1         1         4
Vardas1136           Pavarde1136                      4         9         6         9         3         9         4         6
Vardas1137           Pavarde1137                      2         8         7         7         9         8         3        10
Vardas1138           Pavarde1138                      6         4         7         5         3         6         4        10
Vardas1139           Pavarde1139                      8         8         9         9         2         4         5         4
Vardas1140           Pavarde1140                      1         3        10         3         5         6         8         4
Vardas1141           Pavarde1141                      6         2         7         9         2         6         9         9
Vardas1142           Pavarde1142                      4         5         4         4         4         3         8         9
Vardas1143           Pavarde1143                      7         7         2         8         3         8         4         1
Vardas1144           Pavarde1144                      7         5         4         9         6         7         4         7
Vardas1145           Pavarde1145                      2         5         1         5         7        10         9         9
Vardas1146           Pavarde1146                      3         9         7         5         3         6         5         4
Vardas1147           Pavarde1147                      9         8         3        10        10         4         6         6
Vardas1148           Pavarde1148                      3         4        10         5         5         5        10         3
Vardas1149           Pavarde1149                      5        10         3         5         3        10         5         9
Vardas1150           Pavarde1150                      3         5         6         3         8         9         7         3
Vardas1151           Pavarde1151                      4         6         4         4         7         8         5         5
Vardas1152           Pavarde1152                     10         5         2         4         9         1         3         4
Vardas1153           Pavarde1153                      5         6         3         8         1         1         1         6
Vardas1154           Pavarde1154                      1         4         6         8         4         3         4         9
Vardas1155           Pavarde1155                      8        10         3         6         2         9         7         5
Vardas1156           Pavarde1156                      9         9         8         3         1         7         3         6
Vardas1157           Pavarde1157                      6        10         1        10         6         9         2         2
Vardas1158           Pavarde1158                      4         2         6         1         2         3        10         1
Vardas1159           Pavarde1159                      3         5         4        10         6         2         4         9
Vardas1160           Pavarde1160                      1         2        10         6         8         6         1         9
Vardas1161           Pavarde1161                      4         5         3         5         3         7         2         5
Vardas1162           Pavarde1162                     10         3         2         5         9        10         6         3
Vardas1163           Pavarde1163                      9         8         7         9         6         1         7         7
Vardas1164           Pavarde1164                      8         2         8         7         4         1         6         4
Vardas1165           Pavarde1165                      3         7         7         4         7         6         5         2
Vardas1166           Pavarde1166                      1         1         1         6         6         1         3         1
Vardas1167           Pavarde1167                      2         7        10         9         7         5         3         9
Vardas1168           Pavarde1168                      8         5        10         9         3         3         7         3
Vardas1169           Pavarde1169                      7         5         7         1         6         6         9         9
Vardas1170           Pavarde1170                      7         1         2         9        10         3         9         9
Vardas1171           Pavarde1171                      5         4         9         1         6         8         5         4
Vardas1172           Pavarde1172                      8        10         4         7         8        10         1         4
Vardas1173           Pavarde1173                      9         2         8         5         5         4         7        10
Vardas1174           Pavarde1174                      8         3         6         2         4         9         8         3
Vardas1175           Pavarde1175                     10         2         6         1         4         2         6         1
Vardas1176           Pavarde1176                      9         9         1         7         2         2         3         4
Vardas1177           Pavarde1177                      2         6         2         5         4         8         7         3
Vardas1178           Pavarde1178                      5         8         4         3         6         7         6        10
Vardas1179           Pavarde1179                      9         7         6         3         9         3         3         3
Vardas1180           Pavarde1180                      1         2         7         1         9        10         9         7
Vardas1181           Pavarde1181                      6         9         6        10         4         3         6        10
Vardas1182           Pavarde1182                      9         6         2         5         5         4         5        10
Vardas1183           Pavarde1183                      7         3         5         2         1         7         1         3
Vardas1184           Pavarde1184                      6         4         3         4         6         8         8         2
Vardas1185           Pavarde1185                      9         8         2         7         3         9         2         3
Vardas1186           Pavarde1186                      8         8        10         2         8         4         6        10
Vardas1187           Pavarde1187                      1         9         3         9         3         9         7         3
Vardas1188           Pavarde1188                      7         6         1         5         7         4         7         1
Vardas1189           Pavarde1189                     10         7         5        10         4         5         9         3
Vardas1190           Pavarde1190                      9         2         8        10        10         8         7         1
Vardas1191           Pavarde1191                      2         4         3         4         1         7        10         7
Vardas1192           Pavarde1192                      6        10         6        10         2         6         9         6
Vardas1193           Pavarde1193                      1         5         3         7        10         9         8         1
Vardas1194           Pavarde1194                      6         1        10         2         3         6         1         1
Vardas1195           Pavarde1195                      5         9         6         7         6         3         6         8
Vardas1196           Pavarde1196                      8         1         6         2         3         4         3         5
Vardas1197           Pavarde1197                      2         5         4         4         9        10         4         7
Vardas1198           Pavarde1198                      6         1         7         5         4         1         6         6
Vardas1199           Pavarde1199                      9         7         9         2         4        10         5         2
Vardas1200           Pavarde1200                      5         6         6         2         6         5         6         3
Vardas1201           Pavarde1201                      9         3         9         2         2         2         8         1
Vardas1202           Pavarde1202                      5         8         8         3         4         6         3         2
Vardas1203           Pavarde1203                      1         6         9         1        10        10         8         2
Vardas1204           Pavarde1204                     10         9         7         6        10         7         1         8
Vardas1205           Pavarde1205                      7         9         4         1         2         1         9         3
Vardas1206           Pavarde1206                      5        10         3         2         3         6         7         7
Vardas1207           Pavarde1207                      5         8         8         8         3         5         7         6
Vardas1208           Pavarde1208                      4         1         1         5         8         8         9         3
Vardas1209           Pavarde1209                      5         2        10         7         6         7         5        10
Vardas1210           Pavarde1210                      1         7        10         4         6         9         2         2
Vardas1211           Pavarde1211                      1         9         6         5        10         8         2         8
Vardas1212           Pavarde1212                      2         6         6         2         5         6        10        10
Vardas1213           Pavarde1213                      9         8         9         3         2        10         9        10
Vardas1214           Pavarde1214                      7         6        10         6         9         2         2        10
Vardas1215           Pavarde1215                      6         6         9        10         5         4         6         5
Vardas1216           Pavarde1216                      9         1         7         6         8         4         8         2
Vardas1217           Pavarde1217                      4         8         5         4         2         5         6         5
Vardas1218           Pavarde1218                      8         5         9         4         6         5         5         2
Vardas1219           Pavarde1219                      9         3         2         6         1        10         7         4
Vardas1220           Pavarde1220                      3         2         9         8         2         2         4        10
Vardas1221           Pavarde1221                     10         9         9         4         6        10         1         1
Vardas1222           Pavarde1222                      3         8         3         1         9         9         6         3
Vardas1223           Pavarde1223                     10         7         6         4         8         2         3         9
Vardas1224           Pavarde1224                      4         1         5         1         9         6         2         8
Vardas1225           Pavarde1225                      7         4         2         1         7         5         9         7
Vardas1226           Pavarde1226                      9         7         2         8         3         8         5         2
Vardas1227           Pavarde1227                      1         9        10        10         2         8        10         7
Vardas1228           Pavarde1228                      8         5         7         3        10         6         3         4
Vardas1229           Pavarde1229                      1         3         9         7         8         8         3         5
Vardas1230           Pavarde1230                      7         3         3         6         5         5         9         4
Vardas1231           Pavarde1231                      7         7         7         1         9         2         2         2
Vardas1232           Pavarde1232                      4         9         5         6         9        10         3         6
Vardas1233           Pavarde1233                      5         8         8         1         8        10         1         1
Vardas1234           Pavarde1234                      3         6         5         5         5         8         1        10
Vardas1235           Pavarde1235                      1         6         1         9        10         7         1         5
Vardas1236           Pavarde1236                      6         4         4         7         7         3         6         1
Vardas1237           Pavarde1237                      5         9         7         5         5         4         7         7
Vardas1238           Pavarde1238                      4         7         4         5         2         4         8         7
Vardas1239           Pavarde1239                      2         1         8         4         5         4        10         2
Vardas1240           Pavarde1240                      8         9         1        10         7         6        10         8
Vardas1241           Pavarde1241                      9         8         8         3         8         4         2         7
Vardas1242           Pavarde1242                      9         8         5         3         5         9         5         7
Vardas1243           Pavarde1243                      2         4         4         7         1         8         8         1
Vardas1244           Pavarde1244                      9         9        10         3         4         7        10         6
Vardas1245           Pavarde1245                      5         3         6         1         9         8        10         4
Vardas1246           Pavarde1246                      3        10        10         7         9         9         8         2
Vardas1247           Pavarde1247                      4         2         7         4         6         7         8         7
Vardas1248           Pavarde1248                     10         1         1         1         4         6         7         2
Vardas1249           Pavarde1249                      8         3         9         3         4         5         7         3
Vardas1250           Pavarde1250                     10         8         6        10         4         6         6         4
Vardas1251           Pavarde1251                      6         7         5         4         9         9         1         5
Vardas1252           Pavarde1252                     10         3         5         3         1         7         6        10
Vardas1253           Pavarde1253                      8         2         4         3         4         5         7         8
Vardas1254           Pavarde1254                      2         5         7         5         2        10         6         9
Vardas1255           Pavarde1255                      7         7         1         9         9         4         7         6
Vardas1256           Pavarde1256                     10         9         1        10         7         6         2         6
Vardas1257           Pavarde1257                      2         3         5         7        10         5         4         9
Vardas1258           Pavarde1258                      5         7         8         6         9         2         7         1
Vardas1259           Pavarde1259                      3         1         5         1         8         9         6         2
Vardas1260           Pavarde1260                     10        10        10         1         7         5         8        10
Vardas1261           Pavarde1261                      3         7         3         5        10         3         5        10
Vardas1262           Pavarde1262                      6         3         9         2        10         3         5         6
Vardas1263           Pavarde1263                     10         9         1         7        10        10         3         1
Vardas1264           Pavarde1264                     10         1         3         7        10         8         2         9
Vardas1265           Pavarde1265                      9         2         5         8         2         6         9         2
Vardas1266           Pavarde1266                      1         1         4         8         3         4         5         9
Vardas1267           Pavarde1267                      3         6         5         8         3         9        10         8
Vardas1268           Pavarde1268                      6         2        10         3         7         5         7         8
Vardas1269           Pavarde1269                      5         4         3        10         4         3         5         9
Vardas1270           Pavarde1270                      4         5         8         3         8        10        10         2
Vardas1271           Pavarde1271                     10        10         4         5         3         8        10         9
Vardas1272           Pavarde1272                      7         6        10         4         1         5         1         6
Vardas1273           Pavarde1273                      4         7         5         7         4         8         2         1
Vardas1274           Pavarde1274                      6         3         8         4         9         6         6        10
Vardas1275           Pavarde1275                     10         2         6         3         1         9         1         2
Vardas1276           Pavarde1276                      2         4         2         4         5        10         6         2
Vardas1277           Pavarde1277                      4         5         9         4         3         4         6         2
Vardas1278           Pavarde1278                     10         4         2         3         9        10        10         5
Vardas1279           Pavarde1279                      6         9         9         2         1         2         6         9
Vardas1280           Pavarde1280                      6         4         7        10         2         1         4         6
Vardas1281           Pavarde1281                      9         5         7         8        10        10         7         5
Vardas1282           Pavarde1282                      1         2         7         6         2         1         2         2
Vardas1283           Pavarde1283                      6         4         9         3         6         6         9         5
Vardas1284           Pavarde1284                      7         1         6         7         4         7        10         9
Vardas1285           Pavarde1285                      5         4         9         7        10         5         8         3
Vardas1286           Pavarde1286                      3         4         9         9        10         7         1         8
Vardas1287           Pavarde1287                      7         8         7         5         4         6         7         8
Vardas1288           Pavarde1288                      2         8         5         3         8         8         9         1
Vardas1289           Pavarde1289                      7         6         1         5         4         4         3        10
Vardas1290           Pavarde1290                      3         2         5         4         3         9        10         3
Vardas1291           Pavarde1291                      6         1         3        10         1         5         9         1
Vardas1292           Pavarde1292                      7         4         4         9         8         6         2         4
Vardas1293           Pavarde1293                     10         6         7         6         6         2         4         5
Vardas1294           Pavarde1294                      3         1         9         5         2         4         8         4
Vardas1295           Pavarde1295                      4         9        10         4         8         1         7         3
Vardas1296           Pavarde1296                      4         6         7         3         6         5         1         8
Vardas1297           Pavarde1297                      5        10         3         9         5         7         6         3
Vardas1298           Pavarde1298                      4         9        10         8         4         9         4        10
Vardas1299           Pavarde1299                     10         8         2         1         2        10         5         2
Vardas1300           Pavarde1300                      5         6         8         5        10         1         6         4
Vardas1301           Pavarde1301                      6         6        10         7         9         4         2         7
Vardas1302           Pavarde1302                      7        10         9         3         1         9         6         3
Vardas1303           Pavarde1303                      3         9         5         1         2         3        10         7
Vardas1304           Pavarde1304                      6         4         3        10        10         2         6         5
Vardas1305           Pavarde1305                      4         8         9         9         7         2         6        10
Vardas1306           Pavarde1306                      6         8        10         1        10         8         2         8
Vardas1307           Pavarde1307                      5         7         9         9         3         4         1         5
Vardas1308           Pavarde1308                      7         2         7         3         7         8         5        10
Vardas1309           Pavarde1309                      3         2         4         5         1         9         3         7
Vardas1310           Pavarde1310                      9         7         9         4         2         5         1         3
Vardas1311           Pavarde1311                      9         9         4         4         8         1         7         5
Vardas1312           Pavarde1312                     10         1         3         5         9         5         3        10
Vardas1313           Pavarde1313                      7         7         4         7         6         5         1         4
Vardas1314           Pavarde1314                      3        10         4         1         6         1         5         1
Vardas1315           Pavarde1315                      7         2         1         6         6         6         6         4
Vardas1316           Pavarde1316                      2         2         9        10         1         3         9         1
Vardas1317           Pavarde1317                      1         6        10         6         2         8        10         6
Vardas1318           Pavarde1318                      5         5         4         9         1         1        10        10
Vardas1319           Pavarde1319                      2         9         4         2         1         1         4         6
Vardas1320           Pavarde1320                      2         6         2        10         4         4         9         4
Vardas1321           Pavarde1321                      7         2         9         9         7         4         7         6
Vardas1322           Pavarde1322                      6         1         1         1         4         1         3         9
Vardas1323           Pavarde1323                      4         8         2         3         8         4        10         3
Vardas1324           Pavarde1324                      6         1         7         5         9         1         2         1
Vardas1325           Pavarde1325                      7         3         2         2         4         9         9         9
Vardas1326           Pavarde1326                      7         3         4         9         4         4         5         8
Vardas1327           Pavarde1327                      3         9         7         3         8         5         7         7
Vardas1328           Pavarde1328                      8         9        10         6         6         8         3         4
Vardas1329           Pavarde1329                      5         5         8         1         2         1         8         4
Vardas1330           Pavarde1330                      8         1         1         6         4         8         5         8
Vardas1331           Pavarde1331                      9         9         4         9         4         7         1         3
Vardas1332           Pavarde1332                      7         7        10         6         2        10         2         3
Vardas1333           Pavarde1333                      9         3         6         1         3         6         1         6
Vardas1334           Pavarde1334                      7         4         9         4        10         5         9        10
Vardas1335           Pavarde1335                      9         9         8         7         7         5         8         8
Vardas1336           Pavarde1336                      9         1         3         5         6         9         7        10
Vardas1337           Pavarde1337                      9         3         8         5         7         6         6         8
Vardas1338           Pavarde1338                      5         6         8         6         3         8         8         5
Vardas1339           Pavarde1339                      9         5         3         5         3         5         8         9
Vardas1340           Pavarde1340                      4         9         6         7         3         4         7         5
Vardas1341           Pavarde1341                      9         5         4         9         1         1         7         1
Vardas1342           Pavarde1342                      9         3         3         9        10         9         8         6
Vardas1343           Pavarde1343                      6         8         8         1         5         4         4        10
Vardas1344           Pavarde1344                      6        10         3         3         2         3         6         1
Vardas1345           Pavarde1345                      8         9         5         5         6         9        10         8
Vardas1346           Pavarde1346                      2         3         1         4         1         6         9         8
Vardas1347           Pavarde1347                      1         3         4         5         2         5        10         2
Vardas1348           Pavarde1348                      2         2         8         6         5        10         9         4
Vardas1349           Pavarde1349                      9         6         4         2         3         1         1         4
Vardas1350           Pavarde1350                      5         2         1         7         2         8         4        10
Vardas1351           Pavarde1351                      2         3         4         4        10         5         1         3
Vardas1352           Pavarde1352                      5         6         8         5         9         2         7         4
Vardas1353           Pavarde1353                      5         8         9         9        10         6         9         8
Vardas1354           Pavarde1354                      1         4        10         2         5         6         1         6
Vardas1355           Pavarde1355                      5         9         3         8         3         4         4         4
Vardas1356           Pavarde1356                      6         2         4         7         7         2         8         7
Vardas1357           Pavarde1357                      8         4         4         7         3         3         4         7
Vardas1358           Pavarde1358                      7         2         1         2        10         6         6         2
Vardas1359           Pavarde1359                      6         3         9         9         1         5         6         1
Vardas1360           Pavarde1360                      9         3         7         4         9        10         1         9
Vardas1361           Pavarde1361                      9         3         8         8         2         2         2         9
Vardas1362           Pavarde1362                      4         3         2         2         2         7         9        10
Vardas1363           Pavarde1363                     10         7         7         3         1        10         2         7
Vardas1364           Pavarde1364                      2         5         8         1         2         6         6         2
Vardas1365           Pavarde1365                      5         2         8         6         6         5         1         5
Vardas1366           Pavarde1366                      5         7         2        10         1         9         1         9
Vardas1367           Pavarde1367                      3         4         2         5        10         8         9         3
Vardas1368           Pavarde1368                      6         2         4         2         4         6        10         9
Vardas1369           Pavarde1369                      7         7         9         3         3         2         6         7
Vardas1370           Pavarde1370                      2        10         6         7         2         9        10         9
Vardas1371           Pavarde1371                      2         7         2         3         4        10         5         4
Vardas1372           Pavarde1372                      8         3         5         3         3         2         5         4
Vardas1373           Pavarde1373                      8         9         2         4         3         2         5         9
Vardas1374           Pavarde1374                      1         1        10        10         5         3         6         1
Vardas1375           Pavarde1375                     10         5         3         2         1         8         8         6
Vardas1376           Pavarde1376                     10         1         8         6         1         1         7         1
Vardas1377           Pavarde1377                      6         1         9         6         5         8         1         3
Vardas1378           Pavarde1378                      3         2        10         4         8         4         6         2
Vardas1379           Pavarde1379                      8         3        10         5         9         8         6         3
Vardas1380           Pavarde1380                      3         7         8         4         7         4         7         4
Vardas1381           Pavarde1381                      4         3         1         9         3         8         1         7
Vardas1382           Pavarde1382                     10         9         4         2         9         4         4        10
Vardas1383           Pavarde1383                      4         7         4         7         9         6         2         7
Vardas1384           Pavarde1384                      9         7         4         7         7         8         5         7
Vardas1385           Pavarde1385                      1         4         2         2         6         3         8         1
Vardas1386           Pavarde1386                      4         5         9         7        10         2         3        10
Vardas1387           Pavarde1387                      8         6        10         2         1         5         5         7
Vardas1388           Pavarde1388                      7         3         1         6        10        10         4         7
Vardas1389           Pavarde1389                      9         7         2         1         7         1         4         2
Vardas1390           Pavarde1390                     10         2         6         8         1         6         2         1
Vardas1391           Pavarde1391                      2         2         2         4         5         8        10         3
Vardas1392           Pavarde1392                      6        10         9         5         9        10         3         8
Vardas1393           Pavarde1393                     10         8         3         9         7         5         4         4
Vardas1394           Pavarde1394                      8         8         7         5         5         3         7         4
Vardas1395           Pavarde1395                     10         8         7        10        10         8        10         2
Vardas1396           Pavarde1396                      9        10         1         9         1         4         4         8
Vardas1397           Pavarde1397                      4         3         8         5         1         3         8         9
Vardas1398           Pavarde1398                      7         6         6         7         7         7         2         5
Vardas1399           Pavarde1399                      7         9         6         4        10         2         8         6
Vardas1400           Pavarde1400                      8         1         6         4         6        10        10         1
Vardas1401           Pavarde1401                      8        10         4         9         4         3         4         5
Vardas1402           Pavarde1402                      3         8         1         3        10         1        10         6
Vardas1403           Pavarde1403                      1         5        10         1         7         4        10         3
Vardas1404           Pavarde1404                      9         2         2         4         6         9         2         1
Vardas1405           Pavarde1405                      8         9         9         3         6        10         7         2
Vardas1406           Pavarde1406                      1         9         2         8         9         6         8         8
Vardas1407           Pavarde1407                      6         4         6         7         6         9         8         3
Vardas1408           Pavarde1408                      1         3         8         1         6         3         4         2
Vardas1409           Pavarde1409                      5         9         6         6         4         1         3         3
Vardas1410           Pavarde1410                      2         6         9         9        10         1         6         5
Vardas1411           Pavarde1411                      2         9        10         2         4         6         2         1
Vardas1412           Pavarde1412                      2         5         5         9         1        10         3         7
Vardas1413           Pavarde1413                      1         5         4         2         1         8         8        10
Vardas1414           Pavarde1414                      8         2         7         7         1         6         8         8
Vardas1415           Pavarde1415                      8         1         2         2         4         7         6         3
Vardas1416           Pavarde1416                      6         1         2         3        10         3         4         7
Vardas1417           Pavarde1417                      2         6         2         5         9         4         4         7
Vardas1418           Pavarde1418                      6         7         7         9         8         4         8         2
Vardas1419           Pavarde1419                      3         3        10         2         4         8         7         5
Vardas1420           Pavarde1420                      6        10         7         7         2         2         1         4
Vardas1421           Pavarde1421                      1         2         7         8         8         4         7        10
Vardas1422           Pavarde1422                      4         4         9         9         5         5         5         9
Vardas1423           Pavarde1423                      7         8        10         8        10         7         2         6
Vardas1424           Pavarde1424                      2         8         9         5        10         2         8         9
Vardas1425           Pavarde1425                      4         5         6         4         2         5        10         4
Vardas1426           Pavarde1426                      6         5         5         6         7         3         5         1
Vardas1427           Pavarde1427                      6         9         4         7         8         8         3         3
Vardas1428           Pavarde1428                      5         6         1         1         1         9         4         2
Vardas1429           Pavarde1429                      1         5         7         1         5         4         2        10
Vardas1430           Pavarde1430                      3         3         5        10         4         5         1        10
Vardas1431           Pavarde1431                      8         2         1         6         7         5         6         6
Vardas1432           Pavarde1432                      7         8         3         1         5         9         2        10
Vardas1433           Pavarde1433                      9         4         4        10         3        10         8         3
