Vardas                   Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6       ND7      Egz.
Vardas1939           Pavarde1939                      9         6         7         1         5        10         6         1
Vardas1940           Pavarde1940                      6         4         6         7         6         9         1         1
Vardas1941           Pavarde1941                      7         3         5         4         3         2         7         7
Vardas1942           Pavarde1942                      1         7         6         8         6         7         1         7
Vardas1943           Pavarde1943                      2         9         8         5         7         4        10         3
Vardas1944           Pavarde1944                      4         2         7         8         7         3         9         6
Vardas1945           Pavarde1945                      1         8         2         9         3         7         8         3
Vardas1946           Pavarde1946                      8         4        10         2         8         8         4        10
Vardas1947           Pavarde1947                      5         8         2         9         2         4         6         4
Vardas1948           Pavarde1948                     10         2         1         5         6         8         2         5
Vardas1949           Pavarde1949                      7         1         6         5        10         8         7         3
Vardas1950           Pavarde1950                      3         1         5         3         5        10         6         4
Vardas1951           Pavarde1951                      3         2         6         8         7         7         5         6
Vardas1952           Pavarde1952                      8         9         9         4         8         7         6         1
Vardas1953           Pavarde1953                      4         9         9         2        10         6         9         9
Vardas1954           Pavarde1954                      7         5         9         6         5         8         1         7
Vardas1955           Pavarde1955                      7         9         1         5         1         8         2         9
Vardas1956           Pavarde1956                      6         5         9         2         3         1         3         3
Vardas1957           Pavarde1957                      6         9         9         3         2         2        10         9
Vardas1958           Pavarde1958                      5         5         4         9         1         4         6         7
Vardas1959           Pavarde1959                      7         2         9        10         8         2         8         9
Vardas1960           Pavarde1960                      5         2         6         8         5         8         2         2
Vardas1961           Pavarde1961                     10         5         3         6         1         6         7        10
Vardas1962           Pavarde1962                     10         2         6         8         3         8         2         7
Vardas1963           Pavarde1963                      7         7         7         6         8        10         4         4
Vardas1964           Pavarde1964                      8         6         3         5         6         8         1         3
Vardas1965           Pavarde1965                      5         5         3         4         8         7        10         6
Vardas1966           Pavarde1966                      5         7         7         6         7         6         6         5
Vardas1967           Pavarde1967                      7         4         9        10         1         8         5         9
Vardas1968           Pavarde1968                      9         5         8         3         8         3         5         5
Vardas1969           Pavarde1969                      1         2        10         8         5         2         8        10
Vardas1970           Pavarde1970                      5        10         7         2         7         3         6         5
Vardas1971           Pavarde1971                      2         4         1         6         6         6         3         2
Vardas1972           Pavarde1972                      2         9         3         1         3        10         9        10
Vardas1973           Pavarde1973                      1         2         6        10         3         8         2         1
Vardas1974           Pavarde1974                      2         8         8        10         1         7         3         6
Vardas1975           Pavarde1975                      9         8         4         5         5         4         4         6
Vardas1976           Pavarde1976                      7         7         1         3         8         9         1         3
Vardas1977           Pavarde1977                      2         7         1         4         5         6        10         6
Vardas1978           Pavarde1978                      8         9        10         7         1         8         7        10
Vardas1979           Pavarde1979                      9         5         2         1         7        10         2         2
Vardas1980           Pavarde1980                      7         6         8         8         3         3        10         8
Vardas1981           Pavarde1981                      5         9         1         5         5         1         5        10
Vardas1982           Pavarde1982                      5         3         5         9         4         1         3         6
Vardas1983           Pavarde1983                      1         9         7        10        10         8         1         5
Vardas1984           Pavarde1984                      2         5         7         9         3         2         9         1
Vardas1985           Pavarde1985                     10         2         6         3         4         9         6         3
Vardas1986           Pavarde1986                     10         5         4         4        10         4         4         1
Vardas1987           Pavarde1987                      5        10         7         2         6         6         7         5
Vardas1988           Pavarde1988                      4         2         1         7         8         6         8         7
Vardas1989           Pavarde1989                      6         7         7         6        10         7         7         6
Vardas1990           Pavarde1990                      5         5         4         3        10        10         7         8
Vardas1991           Pavarde1991                      6         5         4         6         5         6         6         5
Vardas1992           Pavarde1992                      9         5         6         4         4        10         3        10
Vardas1993           Pavarde1993                      4         2        10         4         8         9        10        10
Vardas1994           Pavarde1994                     10        10         8        10         5         5         5         6
Vardas1995           Pavarde1995                      1         2         8         4         5         6         1         3
Vardas1996           Pavarde1996                      5         8         6         1         7         2         4         8
Vardas1997           Pavarde1997                      5         5         9         8         6         7         3         6
Vardas1998           Pavarde1998                      5         4         6         3         2         6         9         4
Vardas1999           Pavarde1999                      4         2         2         4         7         4         1         3
Vardas2000           Pavarde2000                     10        10         6         3         4         1        10         9
Vardas2001           Pavarde2001                      9         2         7         4         2         9         9         7
Vardas2002           Pavarde2002                      6         9         9         3         8         4         5         9
Vardas2003           Pavarde2003                      3         8         8         4        10         6         1         9
Vardas2004           Pavarde2004                      7         4         3         2        10         4         1        10
Vardas2005           Pavarde2005                      6         2         7         5         8         8         1         4
Vardas2006           Pavarde2006                     10         3         2         6         1         6         8         5
Vardas2007           Pavarde2007                      9         5         2         4         5         3        10         5
Vardas2008           Pavarde2008                      8         4         1         8        10         8         3         9
Vardas2009           Pavarde2009                      4         8         2         5         7         6        10         7
Vardas2010           Pavarde2010                      5         8         4         9         9         6         9         7
Vardas2011           Pavarde2011                      4         4         6         1         8         8         7         3
Vardas2012           Pavarde2012                      7         6        10         3         8         3         9         6
Vardas2013           Pavarde2013                      5         3         5        10         2         4         5         2
Vardas2014           Pavarde2014                      1         9         6        10         6         3         5         8
Vardas2015           Pavarde2015                      2         8        10         1         3         9         6        10
Vardas2016           Pavarde2016                      6         1         6         3         6         3         9         2
Vardas2017           Pavarde2017                      9         5         4         4         2         8         6         7
Vardas2018           Pavarde2018                     10         4         2         5         9         1         4        10
Vardas2019           Pavarde2019                      5         2         3        10         9         4         7         9
Vardas2020           Pavarde2020                      2         1         6         6         2         2         2         5
Vardas2021           Pavarde2021                      7         6         6         9         9        10         1         8
Vardas2022           Pavarde2022                      8         1         8         9         5         4         2         3
Vardas2023           Pavarde2023                      2         8         4         3        10         1         9         5
Vardas2024           Pavarde2024                      2         2         3         5         6         5         9         2
Vardas2025           Pavarde2025                      4         5         2         5         5         8        10        10
Vardas2026           Pavarde2026                      8         4         5         2         7         3         6         3
Vardas2027           Pavarde2027                      5         3         5         3         9         8         7         8
Vardas2028           Pavarde2028                      6        10         1         4         9         8         2        10
Vardas2029           Pavarde2029                      3         5         8         4         2         4         2         9
Vardas2030           Pavarde2030                      6         2         4         4         5        10         3         2
Vardas2031           Pavarde2031                      2         3         8         5         2         9         7         6
Vardas2032           Pavarde2032                     10         5         3         2         5         3         9         6
Vardas2033           Pavarde2033                      2         4        10         5         3         3         6         1
Vardas2034           Pavarde2034                      2        10         1        10         6         8         3         8
Vardas2035           Pavarde2035                     10         2         3         3         2         1         4         2
Vardas2036           Pavarde2036                      3         4         8         4         4         5         5         1
Vardas2037           Pavarde2037                      3         9         6         7        10        10         8         4
Vardas2038           Pavarde2038                      6         8         3         5         1         4         4         3
Vardas2039           Pavarde2039                      6         2         9         6         4         6         8         3
Vardas2040           Pavarde2040                      1         1        10         8         8         4         3         4
Vardas2041           Pavarde2041                      6         8         3         7         8        10         5         5
Vardas2042           Pavarde2042                      2         1         2         4         2         6         7         7
Vardas2043           Pavarde2043                      5         8         5         4        10         2         8         5
Vardas2044           Pavarde2044                      8         9         8         7         1         3         3         2
Vardas2045           Pavarde2045                      3         3         2         3         8         9         6         1
Vardas2046           Pavarde2046                      1         2         5         6         3         9         6         4
Vardas2047           Pavarde2047                      2         3         9        10         2         6         9         9
Vardas2048           Pavarde2048                      6         9         2         6         2         6         5         2
Vardas2049           Pavarde2049                     10         3         4         2         4         9        10         1
Vardas2050           Pavarde2050                      5         3         1         5         1         3         4         8
Vardas2051           Pavarde2051                      1         2         1         9         2         1        10         3
Vardas2052           Pavarde2052                     10         8         4         3         3         2         2         7
Vardas2053           Pavarde2053                      8         8         7         9         3         4         5         5
Vardas2054           Pavarde2054                      8         1         4         3         7         7         7         9
Vardas2055           Pavarde2055                      6         1         9         8         3        10         1         3
Vardas2056           Pavarde2056                      3         3        10         8         7         7         8         4
Vardas2057           Pavarde2057                      5         4         5         5         8        10         3         6
Vardas2058           Pavarde2058                      1         9         5         7         7         1         5         9
Vardas2059           Pavarde2059                      4         2         5         2         9         9        10         2
Vardas2060           Pavarde2060                      1        10         9         3         5        10         1         5
Vardas2061           Pavarde2061                      9         6         4         5         5         3         4         1
Vardas2062           Pavarde2062                      6         1         8         1         1         8         3         6
Vardas2063           Pavarde2063                      1         1         8         6         7         1        10        10
Vardas2064           Pavarde2064                      9         9         6        10        10         7         4         6
Vardas2065           Pavarde2065                      5        10         1         8         7        10         4         5
Vardas2066           Pavarde2066                      8         6        10         4         9         5         6         3
Vardas2067           Pavarde2067                      3         8         3         1         3         2         6         7
Vardas2068           Pavarde2068                     10         4         7         3         1         1         7         2
Vardas2069           Pavarde2069                     10        10         3         6         4         3         3         9
Vardas2070           Pavarde2070                      9        10         3         6         6         6         7         1
Vardas2071           Pavarde2071                      3         6         2         5         5         5         6         4
Vardas2072           Pavarde2072                      3         7         6         9         1         7         5         5
Vardas2073           Pavarde2073                      1         6         4         3         9         6         2         4
Vardas2074           Pavarde2074                      1         2         4         2         9         8         9         1
Vardas2075           Pavarde2075                      4         7         8         8         8         2         7         2
Vardas2076           Pavarde2076                      4        10         3         1         6         7         9         4
Vardas2077           Pavarde2077                      4         1         5         1         4         8         4         8
Vardas2078           Pavarde2078                      3         3         4         3         2         2         5         7
Vardas2079           Pavarde2079                      7         8         4         7         7         3         4         8
Vardas2080           Pavarde2080                      7         3         7         4         2         8         1         3
Vardas2081           Pavarde2081                      5         7         4         2         9         4        10        10
Vardas2082           Pavarde2082                      2         7         3         3         7         8         1         8
Vardas2083           Pavarde2083                      4         7         7        10         3         5         2         5
Vardas2084           Pavarde2084                      8         3         9         2         5         6         7         3
Vardas2085           Pavarde2085                      4         3         3         9         1         6         4         8
Vardas2086           Pavarde2086                      6         1         3         5         8         4        10         6
Vardas2087           Pavarde2087                      4         5         9         4         1         5         8         8
Vardas2088           Pavarde2088                      5         9         6         8         4         9         7         5
Vardas2089           Pavarde2089                      1         8         2         9         2         6         8         4
Vardas2090           Pavarde2090                      6         2         5         5         1         6         1         3
Vardas2091           Pavarde2091                      1         1         8         9         8         6         1         9
Vardas2092           Pavarde2092                      3         7         2         1         3         1         9         5
Vardas2093           Pavarde2093                      4         3         3         2         1         1         9         7
Vardas2094           Pavarde2094                      2        10         6         7         7         4         6         1
Vardas2095           Pavarde2095                      3         3         3         4        10         4         7         7
Vardas2096           Pavarde2096                     10         7         3         7         7         8         7         6
Vardas2097           Pavarde2097                      7         5         1        10         5         6        10         8
Vardas2098           Pavarde2098                      5         4         9         9         1         3        10        10
Vardas2099           Pavarde2099                      2         2         4         9         7         3         2         6
Vardas2100           Pavarde2100                      3         1         3         4         8        10         9         3
Vardas2101           Pavarde2101                      9         4         1         6         7         1         9         4
Vardas2102           Pavarde2102                      3         3         9         3        10         9         7         2
Vardas2103           Pavarde2103                      2         9         1        10         8         5         9        10
Vardas2104           Pavarde2104                      5        10        10         6        10         8        10         8
Vardas2105           Pavarde2105                      8         5         6         3         2         1         6         3
Vardas2106           Pavarde2106                      6         5         3         5        10        10         9         6
Vardas2107           Pavarde2107                      3         4         5         4         9         3         2         9
Vardas2108           Pavarde2108                      2         5         9         1         5         1         7         4
Vardas2109           Pavarde2109                      6         9         3         6         3         1         7         9
Vardas2110           Pavarde2110                     10         7         1        10         8         6         7         2
Vardas2111           Pavarde2111                     10         4         2         7         6         2         2         5
Vardas2112           Pavarde2112                      2         7        10        10         3         9        10         9
Vardas2113           Pavarde2113                      2         5         2         5         4         9         3         5
Vardas2114           Pavarde2114                      3         7         1         9         1        10         3        10
Vardas2115           Pavarde2115                      6         6         4         6         3         3         7         5
Vardas2116           Pavarde2116                      4         5         9         7         8         6         4         4
Vardas2117           Pavarde2117                     10         6         8         1         6         7        10         9
Vardas2118           Pavarde2118                      8         6         3         3         5        10         3         2
Vardas2119           Pavarde2119                      4         1         5         9         5         7         9         3
Vardas2120           Pavarde2120                      2         7         7         3         1         8         1         7
Vardas2121           Pavarde2121                      4         5         8         8        10         5         7        10
Vardas2122           Pavarde2122                      5         2         1         2        10         6         2         1
Vardas2123           Pavarde2123                      9         5         5         3         8         8        10         5
Vardas2124           Pavarde2124                      3         3         4         1         7         6         2         8
Vardas2125           Pavarde2125                     10         9        10         7         6         2         6         5
Vardas2126           Pavarde2126                      4         5         6         5         6         7         5         7
Vardas2127           Pavarde2127                      1         7        10         5         9        10         1         1
Vardas2128           Pavarde2128                      9         2         1         2         5        10        10         1
Vardas2129           Pavarde2129                      5         2         7         7         6         1         8         1
Vardas2130           Pavarde2130                      4         8         9         7         8         8         8         4
Vardas2131           Pavarde2131                      4         8         1         8         9         4         5         6
Vardas2132           Pavarde2132                      2         4         7         9         8         6         4         9
Vardas2133           Pavarde2133                      3         1         2         2         2         8         3         6
Vardas2134           Pavarde2134                      7         9         5         8         9         2         9         5
Vardas2135           Pavarde2135                      8         1         2         6         9        10         4         7
Vardas2136           Pavarde2136                      5         4         3         7         1         1         9         4
Vardas2137           Pavarde2137                      3         5         2         1         3         8         5        10
Vardas2138           Pavarde2138                      5         4         4         7         2         2         7         1
Vardas2139           Pavarde2139                      4         5         8         2         3         8         6        10
Vardas2140           Pavarde2140                      4         5         9         6         9         2         6        10
Vardas2141           Pavarde2141                      9         4         5         2        10         6         4         6
Vardas2142           Pavarde2142                      8         4         1        10         6         2         6         9
Vardas2143           Pavarde2143                      4        10         4        10        10         7         3         8
Vardas2144           Pavarde2144                     10         8         9         2         4         7         1        10
Vardas2145           Pavarde2145                      3        10         8         4         5         3         3         7
Vardas2146           Pavarde2146                      7         9         4         7         5         1        10         3
Vardas2147           Pavarde2147                      2         1         4         2         3         4         4         5
Vardas2148           Pavarde2148                      4         8         9         1         9         8         4         7
Vardas2149           Pavarde2149                      4        10         8         4         7         9         2        10
Vardas2150           Pavarde2150                      2         2         4         6         4         6         4         1
Vardas2151           Pavarde2151                      7         4         5         6         2         6         8         7
Vardas2152           Pavarde2152                      3         6        10         1         7         9         1         3
Vardas2153           Pavarde2153                      7         4         6         2        10         5         1         1
Vardas2154           Pavarde2154                      8         6         4         1         1         6        10         2
Vardas2155           Pavarde2155                      9         9         4        10         6         6         8         6
Vardas2156           Pavarde2156                      8         1         3         6         6         4         9         2
Vardas2157           Pavarde2157                      5         2         3         7         2         7         2        10
Vardas2158           Pavarde2158                      2         6         5        10         8         8         2         2
Vardas2159           Pavarde2159                      6         2         1         2        10         9         9         1
Vardas2160           Pavarde2160                      6         5         2         6         6         6         1         2
Vardas2161           Pavarde2161                      3         6         1         4        10         9         4         4
Vardas2162           Pavarde2162                      8         7         3         8         4         5        10         6
Vardas2163           Pavarde2163                      1         6         4         7         2         4         9         7
Vardas2164           Pavarde2164                      7        10         6         2        10         6         6         7
Vardas2165           Pavarde2165                     10         9         5         2         7         5         1         1
Vardas2166           Pavarde2166                      2         1         4        10         7         9         7         9
Vardas2167           Pavarde2167                      7         2         6         4        10         3         4         5
Vardas2168           Pavarde2168                     10         5         5         1         6         4        10         1
Vardas2169           Pavarde2169                      4         9         6        10         1         9         2         3
Vardas2170           Pavarde2170                      2         9         3         6         2         9        10         7
Vardas2171           Pavarde2171                      5        10         3         3        10         3         4         2
Vardas2172           Pavarde2172                      1         5         9         5         9         2         7        10
Vardas2173           Pavarde2173                      1        10         1         4         8         8         5         6
Vardas2174           Pavarde2174                      7        10         7         2        10         2         8         4
Vardas2175           Pavarde2175                      4         1         2         6         2         5         8         6
Vardas2176           Pavarde2176                      3         8         5        10         4         6         9         7
Vardas2177           Pavarde2177                      1         1         9         8         8         9         4         4
Vardas2178           Pavarde2178                      1         2         5         2         1         9         8         3
Vardas2179           Pavarde2179                      4         5         4         9         2         9         3         8
Vardas2180           Pavarde2180                     10         4         1        10         9         8         2         1
Vardas2181           Pavarde2181                      9         6         2         3         9        10         7         7
Vardas2182           Pavarde2182                      9         4         6         1         3         1         3         1
Vardas2183           Pavarde2183                      3         4         8         5         9         6         2         5
Vardas2184           Pavarde2184                     10         9         9         2        10         1         7         3
Vardas2185           Pavarde2185                      6         4         7        10         8         9         2         5
Vardas2186           Pavarde2186                      5         7         4         9         1         2         6         7
Vardas2187           Pavarde2187                      5         1         7         1         5         2         2         2
Vardas2188           Pavarde2188                      3         7         5         6        10         5        10         1
Vardas2189           Pavarde2189                      9         4         7         6         7         8         4         7
Vardas2190           Pavarde2190                      6         2         5         4         7        10         9         4
Vardas2191           Pavarde2191                      7         8         2         8         8         4         2         9
Vardas2192           Pavarde2192                      8         9         7         9         8         5         7        10
Vardas2193           Pavarde2193                      1         1         2         5         3        10         1         1
Vardas2194           Pavarde2194                      3         2         4         4        10         5         6         1
Vardas2195           Pavarde2195                      9        10         8         9         4         3         2         4
Vardas2196           Pavarde2196                      6         7         1        10         4         3        10         2
Vardas2197           Pavarde2197                      1         1        10         4         2         7        10         3
Vardas2198           Pavarde2198                      5         8         1         2         6        10         5         9
Vardas2199           Pavarde2199                      3         7         4         9         2         5         4        10
Vardas2200           Pavarde2200                      4         2         8         1         8         5         9        10
Vardas2201           Pavarde2201                      6         5         9         5        10         8        10         8
Vardas2202           Pavarde2202                      2         4         4         2         8         7         8        10
Vardas2203           Pavarde2203                      7         8         8         7         6         3         8         9
Vardas2204           Pavarde2204                      1         6         5        10         4         8         5         1
Vardas2205           Pavarde2205                     10         5         2         3         5         1         3         4
Vardas2206           Pavarde2206                      8         7         6         2         5         3         2         2
Vardas2207           Pavarde2207                      9         7         8         1         6         4        10        10
Vardas2208           Pavarde2208                      6         7         4         1         8         4         7         4
Vardas2209           Pavarde2209                      7         7         4         4         5         5         3         7
Vardas2210           Pavarde2210                      1         8         6         9         7         8         3         3
Vardas2211           Pavarde2211                      9         9         2         1         2        10        10         9
Vardas2212           Pavarde2212                      8         7         1         3         7         9         3        10
Vardas2213           Pavarde2213                      4         4         8         2         3         1         5         3
Vardas2214           Pavarde2214                      5         9         4         4         3         6         9         6
Vardas2215           Pavarde2215                      4         3         2         7         5         4         4        10
Vardas2216           Pavarde2216                      5        10         8         9         5         9         7         8
Vardas2217           Pavarde2217                      3         1         9         3         6         1         6         1
Vardas2218           Pavarde2218                      9         3         2         5         6         1         9         8
Vardas2219           Pavarde2219                      4         8         5         7         6         7         8        10
Vardas2220           Pavarde2220                      2         1         8         9         9         6        10        10
Vardas2221           Pavarde2221                     10         3        10         1         3         1         6        10
Vardas2222           Pavarde2222                      6         2         8         1         7         8         2         4
Vardas2223           Pavarde2223                      5         3         8         8         3         1         4         4
Vardas2224           Pavarde2224                      4         1         3         7         1         9         5         6
Vardas2225           Pavarde2225                      4        10         7         2         4         2         4         1
Vardas2226           Pavarde2226                      9        10         9         4        10         5         5         2
Vardas2227           Pavarde2227                      9         9         8         8         8         3         7         3
Vardas2228           Pavarde2228                      5         4         1         7        10         5        10         2
Vardas2229           Pavarde2229                      4        10         2         1         2         2         2         2
Vardas2230           Pavarde2230                      5         5         3         5         9         3         5         7
Vardas2231           Pavarde2231                      8         6         7         7         9         3         5         2
Vardas2232           Pavarde2232                      9         7         8         1         3         8         1         3
Vardas2233           Pavarde2233                      7         2         3         8        10         5         9         2
Vardas2234           Pavarde2234                      5         4         7         9         2         2         4         6
Vardas2235           Pavarde2235                      6         2         8         8        10         2         1         9
Vardas2236           Pavarde2236                      5         2         8         7         7        10         5         1
Vardas2237           Pavarde2237                      7         8         4         4        10         6         3         2
Vardas2238           Pavarde2238                      3         2         2         6         1        10         4         3
Vardas2239           Pavarde2239                      9         5         7         9        10         6         1         4
Vardas2240           Pavarde2240                      9         9         2        10         9         5        10         4
Vardas2241           Pavarde2241                      3         8         6         6         1         9         8         1
Vardas2242           Pavarde2242                      1         7         4         6         2        10         6         8
Vardas2243           Pavarde2243                      4         1         8         3         1         1         1         8
Vardas2244           Pavarde2244                      7         3         4         9         2         7         7         5
Vardas2245           Pavarde2245                      2         1         6         4         4         8         5         7
Vardas2246           Pavarde2246                      4         1         5         1         7         2         3         1
Vardas2247           Pavarde2247                      3         1        10         7         1         5        10         9
Vardas2248           Pavarde2248                      3         6         6         6         2         3         9         6
Vardas2249           Pavarde2249                      8         3         2         7         4        10         7         9
Vardas2250           Pavarde2250                      9         3         4         2         7         3         6         6
Vardas2251           Pavarde2251                      2         3         2         4         5         9         2         8
Vardas2252           Pavarde2252                      3         2         1         4         1         2         4         7
Vardas2253           Pavarde2253                      6        10         1         9         7         3         3         2
Vardas2254           Pavarde2254                      8         8         6         5         6         2         2         3
Vardas2255           Pavarde2255                      8         4         4         9         5         6         7         6
Vardas2256           Pavarde2256                      5         9         8         1         1         8         8         7
Vardas2257           Pavarde2257                      3         1         9         8         4         7         2         2
Vardas2258           Pavarde2258                      8         3         2         3         6         5         3         7
Vardas2259           Pavarde2259                      4         3         1         9         4         2         9         9
Vardas2260           Pavarde2260                      1         1         7         7         3         5         6         9
Vardas2261           Pavarde2261                      9         3         3         9         5         2         8         8
Vardas2262           Pavarde2262                      5         4         2         5         9         5         2         5
Vardas2263           Pavarde2263                      9        10         6         2         7         4        10         5
Vardas2264           Pavarde2264                     10         3         5         2        10        10         3         6
Vardas2265           Pavarde2265                     10         2         8         8         4         4         4         4
Vardas2266           Pavarde2266                      1        10         8         8         4         8         4         5
Vardas2267           Pavarde2267                     10         3         2         4         1         1         4         8
Vardas2268           Pavarde2268                      6         3        10        10         2         5        10         9
Vardas2269           Pavarde2269                      3         9         9         8         8         5         5         6
Vardas2270           Pavarde2270                      9         2         6         2         1         5        10         1
Vardas2271           Pavarde2271                      4         4         4         8         1         2         9         5
Vardas2272           Pavarde2272                      7         4         2         4        10         8        10         5
Vardas2273           Pavarde2273                      1         2         3         1        10         2         3         5
Vardas2274           Pavarde2274                      2         2         1         6         5        10         6         1
Vardas2275           Pavarde2275                      2         1         1         8         9         4         7         4
Vardas2276           Pavarde2276                      8         5         6         3        10         9         5         4
Vardas2277           Pavarde2277                      1         6         4         8         1         1         6         2
Vardas2278           Pavarde2278                      8         7         1         1         1         9         7         1
Vardas2279           Pavarde2279                      9         1         9         9         5        10         3        10
Vardas2280           Pavarde2280                      8         7         5         9        10         1         6         5
Vardas2281           Pavarde2281                      2         1         9         8         7         9         7         9
Vardas2282           Pavarde2282                      8         6         2         4         3         2         1         6
Vardas2283           Pavarde2283                      8         1         3         7         6         7         1        10
Vardas2284           Pavarde2284                      7         2         7         8         5         4         3         3
Vardas2285           Pavarde2285                      3         6         9         4         5         1         5         2
Vardas2286           Pavarde2286                     10         1         1         1        10         2        10         8
Vardas2287           Pavarde2287                      5         5        10         8         5         4         8         9
Vardas2288           Pavarde2288                      2         6         4         6         6         7         7         6
Vardas2289           Pavarde2289                      7         4         8         3         8         8         7         5
Vardas2290           Pavarde2290                      5         9         2         6         8         6        10         7
Vardas2291           Pavarde2291                      3         1         5         2         5         1         4         3
Vardas2292           Pavarde2292                      7         3         6         9         4         7         3         9
Vardas2293           Pavarde2293                      9         1         7         3         8         2         9        10
